# BJD     Detrended data    Detrended data errors  Airmass   Original data   Original data errors    Model applied 
2458660.2833862       0.9981183       0.0012186            nan   3252.5138149      3.9710465   3258.6454892
2458660.3041992       0.9993498       0.0012181            nan   3256.5227099      3.9693711   3258.6413846
2458660.3250122       1.0004309       0.0012170            nan   3260.0447726      3.9657025   3258.6406522
2458660.3458862       1.0000460       0.0012193            nan   3258.7921529      3.9731146   3258.6422544
2458660.3666992       1.0001479       0.0012169            nan   3259.1270297      3.9653537   3258.6451535
2458660.3875122       1.0006742       0.0012162            nan   3260.8456261      3.9630584   3258.6485562
2458660.4083862       0.9992658       0.0012159            nan   3256.2583482      3.9622314   3258.6509290
2458660.4291992       1.0002249       0.0012166            nan   3259.3848280      3.9643870   3258.6521039
2458660.4500122       1.0005365       0.0012167            nan   3260.3988512      3.9648056   3258.6506162
2458660.4708862       1.0012554       0.0012157            nan   3262.7370687      3.9613746   3258.6461988
2458660.4916992       0.9992259       0.0012152            nan   3256.1154021      3.9599881   3258.6377606
2458660.5125122       0.9994030       0.0012154            nan   3256.6798153      3.9605762   3258.6251493
2458660.5333862       1.0007053       0.0012164            nan   3260.9058912      3.9639243   3258.6076169
2458660.5541992       1.0013534       0.0012164            nan   3262.9950089      3.9638825   3258.5848966
2458660.5750122       1.0010858       0.0012201            nan   3262.0946142      3.9758913   3258.5565610
2458660.5958862       0.9990249       0.0012172            nan   3255.3446163      3.9664162   3258.5219922
2458660.6166992       0.9891172       0.0012225            nan   3223.0207427      3.9833667   3258.4820218
2458660.6375122       0.9842856       0.0012156            nan   3207.2331454      3.9609565   3258.4373899
2458660.6583862       0.9829410       0.0012227            nan   3202.8024856      3.9840392   3258.3871656
2458660.6791992       0.9807094       0.0012188            nan   3195.4775163      3.9712630   3258.3325543
2458660.7000122       0.9790914       0.0012172            nan   3190.1466477      3.9659787   3258.2725720
